"index";"seat_id";"show_id";"mode"
478;86;4;""
479;87;4;""
480;88;4;""
481;89;4;""
482;90;4;""
483;91;4;""
484;92;4;""
485;93;4;""
486;94;4;""
487;95;4;""
488;96;4;""
489;97;4;""
490;0;5;""
491;1;5;""
492;2;5;""
493;3;5;""
494;4;5;""
495;5;5;""
496;6;5;""
497;7;5;""
498;8;5;""
499;9;5;""
500;10;5;""
501;11;5;""
502;12;5;""
503;13;5;""
504;14;5;""
505;15;5;""
506;16;5;""
507;17;5;""
508;18;5;""
509;19;5;""
510;20;5;""
511;21;5;""
512;22;5;""
513;23;5;""
514;24;5;""
515;25;5;""
516;26;5;""
517;27;5;""
518;28;5;""
519;29;5;""
520;30;5;""
521;31;5;""
522;32;5;""
523;33;5;""
524;34;5;""
525;35;5;""
526;36;5;""
527;37;5;""
528;38;5;""
529;39;5;""
530;40;5;""
531;41;5;""
532;42;5;""
533;43;5;""
534;44;5;""
535;45;5;""
536;46;5;""
537;47;5;""
538;48;5;""
539;49;5;""
540;50;5;""
541;51;5;""
542;52;5;""
543;53;5;""
544;54;5;""
545;55;5;""
546;56;5;""
547;57;5;""
548;58;5;""
549;59;5;""
550;60;5;""
551;61;5;""
552;62;5;""
553;63;5;""
554;64;5;""
555;65;5;""
556;66;5;""
557;67;5;""
558;68;5;""
559;69;5;""
560;70;5;""
561;71;5;""
562;72;5;""
563;73;5;""
564;74;5;""
565;75;5;""
566;76;5;""
567;77;5;""
568;78;5;""
569;79;5;""
570;80;5;""
571;81;5;""
572;82;5;""
573;83;5;""
574;84;5;""
575;85;5;""
576;86;5;""
577;87;5;""
578;88;5;""
579;89;5;""
580;90;5;""
581;91;5;""
582;92;5;""
583;93;5;""
584;94;5;""
585;95;5;""
586;96;5;""
587;97;5;""
588;0;6;""
589;1;6;""
590;2;6;""
591;3;6;""
592;4;6;""
593;5;6;""
594;6;6;""
595;7;6;""
596;8;6;""
597;9;6;""
598;10;6;""
599;11;6;""
600;12;6;""
601;13;6;""
602;14;6;""
603;15;6;""
604;16;6;""
605;17;6;""
606;18;6;""
607;19;6;""
608;20;6;""
609;21;6;""
610;22;6;""
611;23;6;""
612;24;6;""
613;25;6;""
614;26;6;""
615;27;6;""
616;28;6;""
617;29;6;""
618;30;6;""
619;31;6;""
620;32;6;""
621;33;6;""
622;34;6;""
623;35;6;""
624;36;6;""
625;37;6;""
626;38;6;""
627;39;6;""
628;40;6;""
629;41;6;""
630;42;6;""
631;43;6;""
632;44;6;""
633;45;6;""
634;46;6;""
635;47;6;""
636;48;6;""
637;49;6;""
638;50;6;""
639;51;6;""
640;52;6;""
641;53;6;""
642;54;6;""
643;55;6;""
644;56;6;""
645;57;6;""
646;58;6;""
647;59;6;""
648;60;6;""
649;61;6;""
650;62;6;""
651;63;6;""
652;64;6;""
653;65;6;""
654;66;6;""
655;67;6;""
656;68;6;""
657;69;6;""
658;70;6;""
659;71;6;""
660;72;6;""
661;73;6;""
662;74;6;""
663;75;6;""
664;76;6;""
665;77;6;""
666;78;6;""
667;79;6;""
668;80;6;""
669;81;6;""
670;82;6;""
671;83;6;""
672;84;6;""
673;85;6;""
674;86;6;""
675;87;6;""
676;88;6;""
677;89;6;""
678;90;6;""
679;91;6;""
680;92;6;""
681;93;6;""
682;94;6;""
683;95;6;""
684;96;6;""
685;97;6;""
686;0;7;""
687;1;7;""
688;2;7;""
689;3;7;""
690;4;7;""
691;5;7;""
692;6;7;""
693;7;7;""
694;8;7;""
695;9;7;""
696;10;7;""
697;11;7;""
698;12;7;""
699;13;7;""
700;14;7;""
701;15;7;""
702;16;7;""
703;17;7;""
704;18;7;""
705;19;7;""
706;20;7;""
707;21;7;""
708;22;7;""
709;23;7;""
710;24;7;""
711;25;7;""
712;26;7;""
713;27;7;""
714;28;7;""
715;29;7;""
716;30;7;""
717;31;7;""
718;32;7;""
719;33;7;""
720;34;7;""
721;35;7;""
722;36;7;""
723;37;7;""
724;38;7;""
725;39;7;""
726;40;7;""
727;41;7;""
728;42;7;""
729;43;7;""
730;44;7;""
731;45;7;""
732;46;7;""
733;47;7;""
734;48;7;""
735;49;7;""
736;50;7;""
737;51;7;""
738;52;7;""
739;53;7;""
740;54;7;""
741;55;7;""
742;56;7;""
743;57;7;""
744;58;7;""
745;59;7;""
746;60;7;""
747;61;7;""
748;62;7;""
749;63;7;""
750;64;7;""
751;65;7;""
752;66;7;""
753;67;7;""
754;68;7;""
755;69;7;""
756;70;7;""
757;71;7;""
758;72;7;""
759;73;7;""
760;74;7;""
761;75;7;""
762;76;7;""
763;77;7;""
764;78;7;""
765;79;7;""
766;80;7;""
767;81;7;""
768;82;7;""
769;83;7;""
770;84;7;""
771;85;7;""
772;86;7;""
773;87;7;""
774;88;7;""
775;89;7;""
776;90;7;""
777;91;7;""
778;92;7;""
779;93;7;""
780;94;7;""
781;95;7;""
782;96;7;""
783;97;7;""
784;0;8;""
785;1;8;""
786;2;8;""
787;3;8;""
788;4;8;""
789;5;8;""
790;6;8;""
791;7;8;""
792;8;8;""
793;9;8;""
794;10;8;""
795;11;8;""
796;12;8;""
797;13;8;""
798;14;8;""
799;15;8;""
800;16;8;""
801;17;8;""
802;18;8;""
803;19;8;""
804;20;8;""
805;21;8;""
806;22;8;""
807;23;8;""
808;24;8;""
809;25;8;""
810;26;8;""
811;27;8;""
812;28;8;""
813;29;8;""
814;30;8;""
815;31;8;""
816;32;8;""
817;33;8;""
818;34;8;""
819;35;8;""
820;36;8;""
821;37;8;""
822;38;8;""
823;39;8;""
824;40;8;""
825;41;8;""
826;42;8;""
827;43;8;""
828;44;8;""
829;45;8;""
830;46;8;""
831;47;8;""
832;48;8;""
833;49;8;""
834;50;8;""
835;51;8;""
836;52;8;""
837;53;8;""
838;54;8;""
839;55;8;""
840;56;8;""
841;57;8;""
842;58;8;""
843;59;8;""
844;60;8;""
845;61;8;""
846;62;8;""
847;63;8;""
848;64;8;""
849;65;8;""
850;66;8;""
851;67;8;""
852;68;8;""
853;69;8;""
854;70;8;""
855;71;8;""
856;72;8;""
857;73;8;""
858;74;8;""
859;75;8;""
860;76;8;""
861;77;8;""
862;78;8;""
863;79;8;""
864;80;8;""
865;81;8;""
866;82;8;""
867;83;8;""
868;84;8;""
869;85;8;""
870;86;8;""
871;87;8;""
872;88;8;""
873;89;8;""
874;90;8;""
875;91;8;""
876;92;8;""
877;93;8;""
878;94;8;""
879;95;8;""
880;96;8;""
881;97;8;""
882;0;9;""
883;1;9;""
884;2;9;""
885;3;9;""
886;4;9;""
887;5;9;""
888;6;9;""
889;7;9;""
890;8;9;""
891;9;9;""
892;10;9;""
893;11;9;""
894;12;9;""
895;13;9;""
896;14;9;""
897;15;9;""
898;16;9;""
899;17;9;""
900;18;9;""
901;19;9;""
902;20;9;""
903;21;9;""
904;22;9;""
905;23;9;""
906;24;9;""
907;25;9;""
908;26;9;""
909;27;9;""
910;28;9;""
911;29;9;""
912;30;9;""
913;31;9;""
914;32;9;""
915;33;9;""
916;34;9;""
917;35;9;""
918;36;9;""
919;37;9;""
920;38;9;""
921;39;9;""
922;40;9;""
923;41;9;""
924;42;9;""
925;43;9;""
926;44;9;""
927;45;9;""
928;46;9;""
929;47;9;""
930;48;9;""
931;49;9;""
932;50;9;""
933;51;9;""
934;52;9;""
935;53;9;""
936;54;9;""
937;55;9;""
938;56;9;""
939;57;9;""
940;58;9;""
941;59;9;""
942;60;9;""
943;61;9;""
944;62;9;""
945;63;9;""
946;64;9;""
947;65;9;""
948;66;9;""
949;67;9;""
950;68;9;""
951;69;9;""
952;70;9;""
953;71;9;""
954;72;9;""
955;73;9;""
956;74;9;""
957;75;9;""
958;76;9;""
959;77;9;""
960;78;9;""
961;79;9;""
962;80;9;""
963;81;9;""
964;82;9;""
965;83;9;""
966;84;9;""
967;85;9;""
968;86;9;""
969;87;9;""
970;88;9;""
971;89;9;""
972;90;9;""
973;91;9;""
974;92;9;""
975;93;9;""
976;94;9;""
977;95;9;""
978;96;9;""
979;97;9;""
980;0;10;""
981;1;10;""
982;2;10;""
983;3;10;""
984;4;10;""
985;5;10;""
986;6;10;""
987;7;10;""
988;8;10;""
989;9;10;""
990;10;10;""
991;11;10;""
992;12;10;""
993;13;10;""
994;14;10;""
995;15;10;""
996;16;10;""
997;17;10;""
998;18;10;""
999;19;10;""
1000;20;10;""
1001;21;10;""
1002;22;10;""
1003;23;10;""
1004;24;10;""
1005;25;10;""
1006;26;10;""
1007;27;10;""
1008;28;10;""
1009;29;10;""
1010;30;10;""
1011;31;10;""
1012;32;10;""
1013;33;10;""
1014;34;10;""
1015;35;10;""
1016;36;10;""
1017;37;10;""
1018;38;10;""
1019;39;10;""
1020;40;10;""
1021;41;10;""
1022;42;10;""
1023;43;10;""
1024;44;10;""
1025;45;10;""
1026;46;10;""
1027;47;10;""
1028;48;10;""
1029;49;10;""
1030;50;10;""
1031;51;10;""
1032;52;10;""
1033;53;10;""
1034;54;10;""
1035;55;10;""
1036;56;10;""
1037;57;10;""
1038;58;10;""
1039;59;10;""
1040;60;10;""
1041;61;10;""
1042;62;10;""
1043;63;10;""
1044;64;10;""
1045;65;10;""
1046;66;10;""
1047;67;10;""
1048;68;10;""
1049;69;10;""
1050;70;10;""
1051;71;10;""
1052;72;10;""
1053;73;10;""
1054;74;10;""
1055;75;10;""
1056;76;10;""
1057;77;10;""
1058;78;10;""
1059;79;10;""
1060;80;10;""
1061;81;10;""
1062;82;10;""
1063;83;10;""
1064;84;10;""
1065;85;10;""
1066;86;10;""
1067;87;10;""
1068;88;10;""
1069;89;10;""
1070;90;10;""
1071;91;10;""
1072;92;10;""
1073;93;10;""
1074;94;10;""
1075;95;10;""
1076;96;10;""
1077;97;10;""
1078;0;11;""
1079;1;11;""
1080;2;11;""
1081;3;11;""
1082;4;11;""
1083;5;11;""
1084;6;11;""
1085;7;11;""
1086;8;11;""
1087;9;11;""
1088;10;11;""
1089;11;11;""
1090;12;11;""
1091;13;11;""
1092;14;11;""
1093;15;11;""
1094;16;11;""
1095;17;11;""
1096;18;11;""
1097;19;11;""
1098;20;11;""
1099;21;11;""
1100;22;11;""
1101;23;11;""
1102;24;11;""
1103;25;11;""
1104;26;11;""
1105;27;11;""
1106;28;11;""
1107;29;11;""
1108;30;11;""
1109;31;11;""
1110;32;11;""
1111;33;11;""
1112;34;11;""
1113;35;11;""
1114;36;11;""
1115;37;11;""
1116;38;11;""
1117;39;11;""
1118;40;11;""
1119;41;11;""
1120;42;11;""
1121;43;11;""
1122;44;11;""
1123;45;11;""
1124;46;11;""
1125;47;11;""
1126;48;11;""
1127;49;11;""
1128;50;11;""
1129;51;11;""
1130;52;11;""
1131;53;11;""
1132;54;11;""
1133;55;11;""
1134;56;11;""
1135;57;11;""
1136;58;11;""
1137;59;11;""
1138;60;11;""
1139;61;11;""
1140;62;11;""
1141;63;11;""
1142;64;11;""
1143;65;11;""
1144;66;11;""
1145;67;11;""
1146;68;11;""
1147;69;11;""
1148;70;11;""
1149;71;11;""
1150;72;11;""
1151;73;11;""
1152;74;11;""
1153;75;11;""
1154;76;11;""
1155;77;11;""
1156;78;11;""
1157;79;11;""
1158;80;11;""
1159;81;11;""
1160;82;11;""
1161;83;11;""
1162;84;11;""
1163;85;11;""
1164;86;11;""
1165;87;11;""
1166;88;11;""
1167;89;11;""
1168;90;11;""
1169;91;11;""
1170;92;11;""
1171;93;11;""
1172;94;11;""
1173;95;11;""
1174;96;11;""
1175;97;11;""
1176;0;12;""
1177;1;12;""
1178;2;12;""
1179;3;12;""
1180;4;12;""
1181;5;12;""
1182;6;12;""
1183;7;12;""
1184;8;12;""
1185;9;12;""
1186;10;12;""
1187;11;12;""
1188;12;12;""
1189;13;12;""
1190;14;12;""
1191;15;12;""
1192;16;12;""
1193;17;12;""
1194;18;12;""
1195;19;12;""
1196;20;12;""
1197;21;12;""
1198;22;12;""
1199;23;12;""
1200;24;12;""
1201;25;12;""
1202;26;12;""
1203;27;12;""
1204;28;12;""
1205;29;12;""
1206;30;12;""
1207;31;12;""
1208;32;12;""
1209;33;12;""
1210;34;12;""
1211;35;12;""
1212;36;12;""
1213;37;12;""
1214;38;12;""
1215;39;12;""
1216;40;12;""
1217;41;12;""
1218;42;12;""
1219;43;12;""
1220;44;12;""
1221;45;12;""
1222;46;12;""
1223;47;12;""
1224;48;12;""
1225;49;12;""
1226;50;12;""
1227;51;12;""
1228;52;12;""
1229;53;12;""
1230;54;12;""
1231;55;12;""
1232;56;12;""
1233;57;12;""
1234;58;12;""
1235;59;12;""
1236;60;12;""
1237;61;12;""
1238;62;12;""
1239;63;12;""
1240;64;12;""
1241;65;12;""
1242;66;12;""
1243;67;12;""
1244;68;12;""
1245;69;12;""
1246;70;12;""
1247;71;12;""
1248;72;12;""
1249;73;12;""
1250;74;12;""
1251;75;12;""
1252;76;12;""
1253;77;12;""
1254;78;12;""
1255;79;12;""
1256;80;12;""
1257;81;12;""
1258;82;12;""
1259;83;12;""
1260;84;12;""
1261;85;12;""
1262;86;12;""
1263;87;12;""
1264;88;12;""
1265;89;12;""
1266;90;12;""
1267;91;12;""
1268;92;12;""
1269;93;12;""
1270;94;12;""
1271;95;12;""
1272;96;12;""
1273;97;12;""
1274;0;13;""
1275;1;13;""
1276;2;13;""
1277;3;13;""
1278;4;13;""
1279;5;13;""
1280;6;13;""
1281;7;13;""
1282;8;13;""
1283;9;13;""
1284;10;13;""
1285;11;13;""
1286;12;13;""
1287;13;13;""
1288;14;13;""
1289;15;13;""
1290;16;13;""
1291;17;13;""
1292;18;13;""
1293;19;13;""
1294;20;13;""
1295;21;13;""
1296;22;13;""
1297;23;13;""
1298;24;13;""
1299;25;13;""
1300;26;13;""
1301;27;13;""
1302;28;13;""
1303;29;13;""
1304;30;13;""
1305;31;13;""
1306;32;13;""
1307;33;13;""
1308;34;13;""
1309;35;13;""
1310;36;13;""
1311;37;13;""
1312;38;13;""
1313;39;13;""
1314;40;13;""
1315;41;13;""
1316;42;13;""
1317;43;13;""
1318;44;13;""
1319;45;13;""
1320;46;13;""
1321;47;13;""
1322;48;13;""
1323;49;13;""
1324;50;13;""
1325;51;13;""
1326;52;13;""
1327;53;13;""
1328;54;13;""
1329;55;13;""
1330;56;13;""
1331;57;13;""
1332;58;13;""
1333;59;13;""
1334;60;13;""
1335;61;13;""
1336;62;13;""
1337;63;13;""
1338;64;13;""
1339;65;13;""
1340;66;13;""
1341;67;13;""
1342;68;13;""
1343;69;13;""
1344;70;13;""
1345;71;13;""
1346;72;13;""
1347;73;13;""
1348;74;13;""
1349;75;13;""
1350;76;13;""
1351;77;13;""
1352;78;13;""
1353;79;13;""
1354;80;13;""
1355;81;13;""
1356;82;13;""
1357;83;13;""
1358;84;13;""
1359;85;13;""
1360;86;13;""
1361;87;13;""
1362;88;13;""
1363;89;13;""
1364;90;13;""
1365;91;13;""
1366;92;13;""
1367;93;13;""
1368;94;13;""
1369;95;13;""
1370;96;13;""
1371;97;13;""
1372;0;14;""
1373;1;14;""
1374;2;14;""
1375;3;14;""
1376;4;14;""
1377;5;14;""
1378;6;14;""
1379;7;14;""
1380;8;14;""
1381;9;14;""
1382;10;14;""
1383;11;14;""
1384;12;14;""
1385;13;14;""
1386;14;14;""
1387;15;14;""
1388;16;14;""
1389;17;14;""
1390;18;14;""
1391;19;14;""
1392;20;14;""
1393;21;14;""
1394;22;14;""
1395;23;14;""
1396;24;14;""
1397;25;14;""
1398;26;14;""
1399;27;14;""
1400;28;14;""
1401;29;14;""
1402;30;14;""
1403;31;14;""
1404;32;14;""
1405;33;14;""
1406;34;14;""
1407;35;14;""
1408;36;14;""
1409;37;14;""
1410;38;14;""
1411;39;14;""
1412;40;14;""
1413;41;14;""
1414;42;14;""
1415;43;14;""
1416;44;14;""
1417;45;14;""
1418;46;14;""
1419;47;14;""
1420;48;14;""
1421;49;14;""
1422;50;14;""
1423;51;14;""
1424;52;14;""
1425;53;14;""
1426;54;14;""
1427;55;14;""
1428;56;14;""
1429;57;14;""
1430;58;14;""
1431;59;14;""
1432;60;14;""
1433;61;14;""
1434;62;14;""
1435;63;14;""
1436;64;14;""
1437;65;14;""
1438;66;14;""
1439;67;14;""
1440;68;14;""
1441;69;14;""
1442;70;14;""
1443;71;14;""
1444;72;14;""
1445;73;14;""
1446;74;14;""
1447;75;14;""
1448;76;14;""
1449;77;14;""
1450;78;14;""
1451;79;14;""
1452;80;14;""
1453;81;14;""
1454;82;14;""
1455;83;14;""
1456;84;14;""
1457;85;14;""
1458;86;14;""
1459;87;14;""
1460;88;14;""
1461;89;14;""
1462;90;14;""
1463;91;14;""
1464;92;14;""
1465;93;14;""
1466;94;14;""
1467;95;14;""
1468;96;14;""
1469;97;14;""
1470;0;15;""
1471;1;15;""
1472;2;15;""
1473;3;15;""
1474;4;15;""
1475;5;15;""
1476;6;15;""
1477;7;15;""
1478;8;15;""
1479;9;15;""
1480;10;15;""
1481;11;15;""
1482;12;15;""
1483;13;15;""
1484;14;15;""
1485;15;15;""
1486;16;15;""
1487;17;15;""
1488;18;15;""
1489;19;15;""
1490;20;15;""
1491;21;15;""
1492;22;15;""
1493;23;15;""
1494;24;15;""
1495;25;15;""
1496;26;15;""
1497;27;15;""
1498;28;15;""
1499;29;15;""
1500;30;15;""
1501;31;15;""
1502;32;15;""
1503;33;15;""
1504;34;15;""
1505;35;15;""
1506;36;15;""
1507;37;15;""
1508;38;15;""
1509;39;15;""
1510;40;15;""
1511;41;15;""
1512;42;15;""
1513;43;15;""
1514;44;15;""
1515;45;15;""
1516;46;15;""
1517;47;15;""
1518;48;15;""
1519;49;15;""
1520;50;15;""
1521;51;15;""
1522;52;15;""
1523;53;15;""
1524;54;15;""
1525;55;15;""
1526;56;15;""
1527;57;15;""
1528;58;15;""
1529;59;15;""
1530;60;15;""
1531;61;15;""
1532;62;15;""
1533;63;15;""
1534;64;15;""
1535;65;15;""
1536;66;15;""
1537;67;15;""
1538;68;15;""
1539;69;15;""
1540;70;15;""
1541;71;15;""
1542;72;15;""
1543;73;15;""
1544;74;15;""
1545;75;15;""
1546;76;15;""
1547;77;15;""
1548;78;15;""
1549;79;15;""
1550;80;15;""
1551;81;15;""
1552;82;15;""
1553;83;15;""
1554;84;15;""
1555;85;15;""
1556;86;15;""
1557;87;15;""
1558;88;15;""
1559;89;15;""
1560;90;15;""
1561;91;15;""
1562;92;15;""
1563;93;15;""
1564;94;15;""
1565;95;15;""
1566;96;15;""
1567;97;15;""
1568;0;16;""
1569;1;16;""
1570;2;16;""
1571;3;16;""
1572;4;16;""
1573;5;16;""
1574;6;16;""
1575;7;16;""
1576;8;16;""
1577;9;16;""
1578;10;16;""
1579;11;16;""
1580;12;16;""
1581;13;16;""
1582;14;16;""
1583;15;16;""
1584;16;16;""
1585;17;16;""
1586;18;16;""
1587;19;16;""
1588;20;16;""
1589;21;16;""
1590;22;16;""
1591;23;16;""
1592;24;16;""
1593;25;16;""
1594;26;16;""
1595;27;16;""
1596;28;16;""
1597;29;16;""
1598;30;16;""
1599;31;16;""
1600;32;16;""
1601;33;16;""
1602;34;16;""
1603;35;16;""
1604;36;16;""
1605;37;16;""
1606;38;16;""
1607;39;16;""
1608;40;16;""
1609;41;16;""
1610;42;16;""
1611;43;16;""
1612;44;16;""
1613;45;16;""
1614;46;16;""
1615;47;16;""
1616;48;16;""
1617;49;16;""
1618;50;16;""
1619;51;16;""
1620;52;16;""
1621;53;16;""
1622;54;16;""
1623;55;16;""
1624;56;16;""
1625;57;16;""
1626;58;16;""
1627;59;16;""
1628;60;16;""
1629;61;16;""
1630;62;16;""
1631;63;16;""
1632;64;16;""
1633;65;16;""
1634;66;16;""
1635;67;16;""
1636;68;16;""
1637;69;16;""
1638;70;16;""
1639;71;16;""
1640;72;16;""
1641;73;16;""
1642;74;16;""
1643;75;16;""
1644;76;16;""
1645;77;16;""
1646;78;16;""
1647;79;16;""
1648;80;16;""
1649;81;16;""
1650;82;16;""
1651;83;16;""
1652;84;16;""
1653;85;16;""
1654;86;16;""
1655;87;16;""
1656;88;16;""
1657;89;16;""
1658;90;16;""
1659;91;16;""
1660;92;16;""
1661;93;16;""
